_id,FIPS_CNTRY,GROUP1,GROUP2,GROUP3,G1ID,G2ID,G3ID,G1SHORTNAM,G2SHORTNAM,G3SHORTNAM,G1LONGNAM,G2LONGNAM,G3LONGNAM,FeatureID,AREA,COW
0,BM,6,0,0,632,0,0,Lisu,,,Lisu,,,280,2.71E+09,775
1,BM,6,0,0,632,0,0,Lisu,,,Lisu,,,281,2.13E+09,775
2,BM,27,0,0,275,0,0,Chinese (Han),,,Chinese (Han),,,282,1.58E+09,775
3,BM,20,0,0,988,0,0,Shan,,,Shan,,,283,1.11E+09,775
4,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,284,2.35E+09,775
5,BM,20,0,0,988,0,0,Shan,,,Shan,,,285,6.84E+09,775
6,BM,20,0,0,988,0,0,Shan,,,Shan,,,286,2.12E+09,775
7,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,287,4.82E+08,775
8,BM,3,0,0,507,0,0,Kachins,,,Kachins (Singpho),,,288,5.81E+10,775
9,BM,4,0,0,795,0,0,Nagas,,,"Nagas (Ao, Sema, Lhota, Rengma, etc.)",,,289,7.69E+09,775
10,BM,20,0,0,988,0,0,Shan,,,Shan,,,290,2.59E+10,775
11,BM,6,0,0,632,0,0,Lisu,,,Lisu,,,291,1.77E+09,775
12,BM,20,0,0,988,0,0,Shan,,,Shan,,,292,8.26E+08,775
13,BM,3,0,0,507,0,0,Kachins,,,Kachins (Singpho),,,293,7.65E+08,775
14,BM,3,0,0,507,0,0,Kachins,,,Kachins (Singpho),,,294,6.45E+09,775
15,BM,6,0,0,632,0,0,Lisu,,,Lisu,,,295,1.04E+09,775
16,BM,27,0,0,275,0,0,Chinese (Han),,,Chinese (Han),,,296,6.89E+08,775
17,BM,47,0,0,861,0,0,Palaung,,,Palaung,,,297,1.68E+09,775
18,BM,20,0,0,988,0,0,Shan,,,Shan,,,298,3.92E+09,775
19,BM,1,20,0,217,988,0,Burmese,Shan,,Burmese,Shan,,299,2.97E+09,775
20,BM,47,0,0,861,0,0,Palaung,,,Palaung,,,300,4.35E+09,775
21,BM,5,0,0,609,0,0,Lahu,,,Lahu,,,301,5.77E+08,775
22,BM,46,0,0,1177,0,0,Wa,,,Wa (Kawa),,,302,9.36E+09,775
23,BM,7,0,0,430,0,0,Hani,,,"Hani (Akha, Uni, Xapho, Cosung, Cote,Khape)",,,303,1.77E+09,775
24,BM,7,0,0,430,0,0,Hani,,,"Hani (Akha, Uni, Xapho, Cosung, Cote,Khape)",,,304,3.55E+09,775
25,BM,5,0,0,609,0,0,Lahu,,,Lahu,,,305,2.33E+09,775
26,BM,24,0,0,1229,0,0,Yao,,,Yao,,,306,2.84E+08,775
27,BM,13,0,0,616,0,0,Lao,,,Lao,,,307,3.20E+09,775
28,BM,20,0,0,988,0,0,Shan,,,Shan,,,308,8.29E+10,775
29,BM,11,0,0,535,0,0,Karen,,,Karen,,,309,1.02E+10,775
30,BM,20,0,0,988,0,0,Shan,,,Shan,,,310,2.22E+09,775
31,BM,20,0,0,988,0,0,Shan,,,Shan,,,311,1.27E+09,775
32,BM,10,0,0,540,0,0,Kayah,,,Kayah,,,312,1.28E+10,775
33,BM,11,0,0,535,0,0,Karen,,,Karen,,,313,1.02E+10,775
34,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,314,1.15E+09,775
35,BM,45,0,0,760,0,0,Mon (Talaing),,,Mon (Talaing),,,315,1.37E+10,775
36,BM,1,62,0,217,169,0,Burmese,Bengalis,,Burmese,Bengalis,,316,7.82E+08,775
37,BM,1,62,0,217,169,0,Burmese,Bengalis,,Burmese,Bengalis,,317,7.20E+08,775
38,BM,11,0,0,535,0,0,Karen,,,Karen,,,318,2.76E+08,775
39,BM,11,0,0,535,0,0,Karen,,,Karen,,,319,2.56E+10,775
40,BM,11,0,0,535,0,0,Karen,,,Karen,,,320,1.25E+09,775
41,BM,1,62,0,217,169,0,Burmese,Bengalis,,Burmese,Bengalis,,321,3.44E+09,775
42,BM,2,0,0,1257,0,0,Chini,,,Chini,,,322,4.51E+10,775
43,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,323,2.30E+11,775
44,BM,21,0,0,562,0,0,Khun,,,Khun,,,324,6.09E+09,775
45,BM,21,0,0,562,0,0,Khun,,,Khun,,,325,1.17E+09,775
46,BM,3,0,0,507,0,0,Kachins,,,Kachins (Singpho),,,326,7.64E+08,775
47,BM,46,0,0,1177,0,0,Wa,,,Wa (Kawa),,,327,9.78E+08,775
48,BM,46,0,0,1177,0,0,Wa,,,Wa (Kawa),,,328,8.83E+08,775
49,BM,3,0,0,507,0,0,Kachins,,,Kachins (Singpho),,,329,8.49E+08,775
50,BM,5,0,0,609,0,0,Lahu,,,Lahu,,,330,2.38E+09,775
51,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,331,1.13E+09,775
52,BM,20,0,0,988,0,0,Shan,,,Shan,,,332,1.29E+09,775
53,BM,1,11,0,217,535,0,Burmese,Karen,,Burmese,Karen,,333,1.33E+09,775
54,BM,11,0,0,535,0,0,Karen,,,Karen,,,334,7.49E+08,775
55,BM,2,0,0,1257,0,0,Chini,,,Chini,,,335,2.69E+09,775
56,BM,11,0,0,535,0,0,Karen,,,Karen,,,336,7.45E+08,775
57,BM,11,0,0,535,0,0,Karen,,,Karen,,,337,1.40E+09,775
58,BM,11,0,0,535,0,0,Karen,,,Karen,,,338,5.58E+08,775
59,BM,11,0,0,535,0,0,Karen,,,Karen,,,339,5.26E+08,775
60,BM,1,11,0,217,535,0,Burmese,Karen,,Burmese,Karen,,340,4.47E+09,775
61,BM,60,0,0,975,0,0,Selung,,,Selung,,,341,4.61E+08,775
62,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,342,2.61E+10,775
63,BM,1,62,0,217,169,0,Burmese,Bengalis,,Burmese,Bengalis,,343,1.30E+08,775
64,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,344,1.62E+08,775
65,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,345,1.39E+09,775
66,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,346,4.71E+08,775
67,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,347,6.64E+08,775
68,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,348,4.83E+08,775
69,BM,9,0,0,827,0,0,Nua,,,Nua,,,349,7.76E+09,775
70,BM,45,0,0,760,0,0,Mon (Talaing),,,Mon (Talaing),,,350,4.04E+08,775
71,BM,60,0,0,975,0,0,Selung,,,Selung,,,351,1.63E+08,775
72,BM,60,0,0,975,0,0,Selung,,,Selung,,,352,1.26E+08,775
73,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,353,1.95E+08,775
74,BM,60,0,0,975,0,0,Selung,,,Selung,,,354,1.79E+08,775
75,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,355,3.00E+08,775
76,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,356,4.93E+08,775
77,BM,60,0,0,975,0,0,Selung,,,Selung,,,357,4.51E+08,775
78,BM,60,0,0,975,0,0,Selung,,,Selung,,,358,2.70E+08,775
79,BM,1,62,0,217,169,0,Burmese,Bengalis,,Burmese,Bengalis,,359,2.98E+09,775
80,BM,1,0,0,217,0,0,Burmese,,,Burmese,,,360,1.02E+09,775
81,CB,30,54,0,557,676,0,Khmers,Malays of Malaya,,Khmers,Malays of Malaya,,1033,1.42E+09,811
82,CB,28,30,0,1176,557,0,Vietnamese,Khmers,,Vietnamese (Kinh),Khmers,,1034,6.46E+08,811
83,CB,30,32,0,557,1026,0,Khmers,Stieng,,Khmers,Stieng,,1035,2.38E+09,811
84,CB,32,0,0,1026,0,0,Stieng,,,Stieng,,,1036,2.85E+09,811
85,CB,43,0,0,649,0,0,Ma,,,"Ma (incl. Lat, Lagia, Tolop, Kasseng, Tola)",,,1037,2.39E+08,811
86,CB,56,0,0,495,0,0,Jarai,,,Jarai,,,1038,2.34E+09,811
87,CB,30,33,0,557,592,0,Khmers,Kui,,Khmers,Kui,,1039,1.81E+09,811
